,generation,species,fitness,survived,mean_fitness
0,0,0,0.0,True,12.757575757575761
1,0,3,8.0,False,16.597402597402585
2,0,0,50.0,True,12.757575757575761
3,0,3,11.0,True,16.597402597402585
4,0,1,9.0,True,11.857142857142852
5,0,0,8.0,True,12.757575757575761
6,0,2,7.0,True,24.166666666666668
7,0,3,8.0,False,16.597402597402585
8,0,2,0.0,False,24.166666666666668
9,0,2,9.0,True,24.166666666666668
10,0,2,68.0,True,24.166666666666668
11,0,1,9.0,True,11.857142857142852
12,0,3,9.0,False,16.597402597402585
13,0,3,8.0,True,16.597402597402585
14,0,1,9.0,False,11.857142857142852
15,0,0,9.0,True,12.757575757575761
16,0,0,9.0,True,12.757575757575761
17,0,3,79.0,True,16.597402597402585
18,0,2,73.0,True,24.166666666666668
19,0,3,7.0,False,16.597402597402585
20,0,3,9.0,False,16.597402597402585
21,0,2,7.0,True,24.166666666666668
22,0,2,60.0,True,24.166666666666668
23,0,3,10.0,True,16.597402597402585
24,0,1,9.0,True,11.857142857142852
25,0,3,8.0,True,16.597402597402585
26,0,2,9.0,True,24.166666666666668
27,0,0,0.0,True,12.757575757575761
28,0,3,45.0,True,16.597402597402585
29,0,2,0.0,True,24.166666666666668
30,0,2,8.0,True,24.166666666666668
31,0,1,10.0,True,11.857142857142852
32,0,1,9.0,True,11.857142857142852
33,0,0,0.0,True,12.757575757575761
34,0,1,91.0,True,11.857142857142852
35,0,2,9.0,True,24.166666666666668
36,0,1,10.0,True,11.857142857142852
37,0,0,9.0,True,12.757575757575761
38,0,1,0.0,False,11.857142857142852
39,0,3,67.0,True,16.597402597402585
40,0,0,8.0,False,12.757575757575761
41,0,3,0.0,True,16.597402597402585
42,0,1,8.0,False,11.857142857142852
43,0,3,17.0,False,16.597402597402585
44,0,3,9.0,True,16.597402597402585
45,0,1,8.0,True,11.857142857142852
46,0,0,79.0,True,12.757575757575761
47,0,3,9.0,False,16.597402597402585
48,0,0,0.0,True,12.757575757575761
49,0,3,9.0,True,16.597402597402585
50,0,2,0.0,True,24.166666666666668
51,0,3,8.0,False,16.597402597402585
52,0,3,8.0,True,16.597402597402585
53,0,0,8.0,True,12.757575757575761
54,0,1,0.0,True,11.857142857142852
55,0,3,8.0,True,16.597402597402585
56,0,2,60.0,True,24.166666666666668
57,0,3,8.0,True,16.597402597402585
58,0,2,40.0,True,24.166666666666668
59,0,2,8.0,False,24.166666666666668
60,0,3,9.0,False,16.597402597402585
61,0,0,0.0,True,12.757575757575761
62,0,0,52.0,True,12.757575757575761
63,0,3,29.0,False,16.597402597402585
64,0,2,70.0,True,24.166666666666668
65,0,2,54.0,True,24.166666666666668
66,0,0,7.0,True,12.757575757575761
67,0,3,62.0,True,16.597402597402585
68,0,0,8.0,True,12.757575757575761
69,0,1,9.0,False,11.857142857142852
70,0,2,8.0,False,24.166666666666668
71,0,3,8.0,False,16.597402597402585
72,0,3,0.0,True,16.597402597402585
73,0,1,0.0,False,11.857142857142852
74,0,3,8.0,True,16.597402597402585
75,0,0,9.0,False,12.757575757575761
76,0,3,9.0,True,16.597402597402585
77,0,3,7.0,False,16.597402597402585
78,0,2,8.0,False,24.166666666666668
79,0,3,9.0,False,16.597402597402585
80,0,3,0.0,True,16.597402597402585
81,0,3,10.0,True,16.597402597402585
82,0,3,9.0,True,16.597402597402585
83,0,3,26.0,False,16.597402597402585
84,0,3,11.0,True,16.597402597402585
85,0,1,9.0,True,11.857142857142852
86,0,1,8.0,False,11.857142857142852
87,0,0,0.0,True,12.757575757575761
88,0,1,17.0,False,11.857142857142852
89,0,1,8.0,True,11.857142857142852
90,0,3,52.0,True,16.597402597402585
91,0,2,8.0,True,24.166666666666668
92,0,3,10.0,False,16.597402597402585
93,0,3,0.0,True,16.597402597402585
94,0,3,8.0,True,16.597402597402585
95,0,0,31.0,True,12.757575757575761
96,0,2,9.0,True,24.166666666666668
97,0,1,8.0,False,11.857142857142852
98,0,1,9.0,True,11.857142857142852
99,0,3,36.0,True,16.597402597402585
100,0,3,70.0,True,16.597402597402585
101,0,1,8.0,False,11.857142857142852
102,0,3,41.0,True,16.597402597402585
103,0,0,7.0,True,12.757575757575761
104,0,0,0.0,True,12.757575757575761
105,0,0,0.0,False,12.757575757575761
106,0,2,54.0,True,24.166666666666668
107,0,2,7.0,False,24.166666666666668
108,0,1,8.0,True,11.857142857142852
109,0,3,24.0,True,16.597402597402585
110,0,2,22.0,False,24.166666666666668
111,0,1,8.0,True,11.857142857142852
112,0,1,8.0,False,11.857142857142852
113,0,3,9.0,False,16.597402597402585
114,0,3,9.0,True,16.597402597402585
115,0,2,8.0,False,24.166666666666668
116,0,1,9.0,True,11.857142857142852
117,0,0,44.0,True,12.757575757575761
118,0,3,9.0,True,16.597402597402585
119,0,2,29.0,True,24.166666666666668
120,0,1,17.0,True,11.857142857142852
121,0,3,47.0,True,16.597402597402585
122,0,3,8.0,True,16.597402597402585
123,0,1,7.0,False,11.857142857142852
124,0,3,8.0,True,16.597402597402585
125,0,2,85.0,True,24.166666666666668
126,0,3,27.0,True,16.597402597402585
127,0,2,60.0,True,24.166666666666668
128,0,3,0.0,True,16.597402597402585
129,0,2,8.0,True,24.166666666666668
130,0,0,0.0,True,12.757575757575761
131,0,3,0.0,True,16.597402597402585
132,0,2,43.0,True,24.166666666666668
133,0,3,23.0,True,16.597402597402585
134,0,1,8.0,True,11.857142857142852
135,0,3,0.0,True,16.597402597402585
136,0,3,9.0,True,16.597402597402585
137,0,2,9.0,False,24.166666666666668
138,0,3,37.0,True,16.597402597402585
139,0,2,8.0,True,24.166666666666668
140,0,3,0.0,True,16.597402597402585
141,0,2,46.0,True,24.166666666666668
142,0,1,15.0,True,11.857142857142852
143,0,3,8.0,False,16.597402597402585
144,0,3,8.0,True,16.597402597402585
145,0,0,7.0,True,12.757575757575761
146,0,3,9.0,True,16.597402597402585
147,0,1,0.0,True,11.857142857142852
148,0,3,57.0,True,16.597402597402585
149,0,1,50.0,True,11.857142857142852
150,0,2,17.0,True,24.166666666666668
151,0,3,7.0,True,16.597402597402585
152,0,1,9.0,False,11.857142857142852
153,0,3,9.0,True,16.597402597402585
154,0,2,51.0,True,24.166666666666668
155,0,2,8.0,False,24.166666666666668
156,0,0,9.0,True,12.757575757575761
157,0,2,71.0,True,24.166666666666668
158,0,2,8.0,True,24.166666666666668
159,0,0,7.0,True,12.757575757575761
160,0,0,9.0,True,12.757575757575761
161,0,2,12.0,True,24.166666666666668
162,0,2,0.0,True,24.166666666666668
163,0,3,8.0,False,16.597402597402585
164,0,3,9.0,False,16.597402597402585
165,0,2,52.0,True,24.166666666666668
166,0,1,9.0,True,11.857142857142852
167,0,3,8.0,True,16.597402597402585
168,0,2,0.0,True,24.166666666666668
169,0,3,7.0,True,16.597402597402585
170,0,1,0.0,True,11.857142857142852
171,0,3,7.0,False,16.597402597402585
172,0,2,7.0,True,24.166666666666668
173,0,1,9.0,True,11.857142857142852
174,0,1,51.0,True,11.857142857142852
175,0,1,8.0,False,11.857142857142852
176,0,1,9.0,True,11.857142857142852
177,0,0,9.0,True,12.757575757575761
178,0,1,7.0,False,11.857142857142852
179,0,3,10.0,True,16.597402597402585
180,0,2,7.0,False,24.166666666666668
181,0,2,8.0,True,24.166666666666668
182,0,0,9.0,True,12.757575757575761
183,0,1,9.0,True,11.857142857142852
184,0,3,9.0,True,16.597402597402585
185,0,0,0.0,False,12.757575757575761
186,0,3,0.0,True,16.597402597402585
187,0,1,9.0,True,11.857142857142852
188,0,2,7.0,False,24.166666666666668
189,0,3,48.0,True,16.597402597402585
190,0,0,33.0,True,12.757575757575761
191,0,2,9.0,False,24.166666666666668
192,0,3,9.0,False,16.597402597402585
193,0,3,72.0,True,16.597402597402585
194,0,3,9.0,True,16.597402597402585
195,0,3,8.0,True,16.597402597402585
196,0,3,7.0,True,16.597402597402585
197,0,0,0.0,True,12.757575757575761
198,0,2,9.0,True,24.166666666666668
199,0,1,0.0,True,11.857142857142852
200,1,0,0.0,True,23.943396226415107
201,1,3,50.0,True,15.285714285714292
202,1,0,9.0,True,23.943396226415107
203,1,1,8.0,False,14.777777777777771
204,1,0,9.0,True,23.943396226415107
205,1,2,23.0,True,32.54347826086957
206,1,3,8.0,True,15.285714285714292
207,1,2,0.0,True,32.54347826086957
208,1,3,9.0,True,15.285714285714292
209,1,3,9.0,False,15.285714285714292
210,1,0,9.0,False,23.943396226415107
211,1,0,18.0,True,23.943396226415107
212,1,0,0.0,True,23.943396226415107
213,1,2,27.0,True,32.54347826086957
214,1,2,10.0,False,32.54347826086957
215,1,2,71.0,True,32.54347826086957
216,1,3,9.0,True,15.285714285714292
217,1,1,9.0,True,14.777777777777771
218,1,3,8.0,True,15.285714285714292
219,1,2,9.0,True,32.54347826086957
220,1,0,0.0,True,23.943396226415107
221,1,3,26.0,True,15.285714285714292
222,1,2,82.0,True,32.54347826086957
223,1,3,8.0,True,15.285714285714292
224,1,3,9.0,True,15.285714285714292
225,1,1,9.0,True,14.777777777777771
226,1,0,0.0,True,23.943396226415107
227,1,3,47.0,True,15.285714285714292
228,1,2,9.0,True,32.54347826086957
229,1,1,9.0,True,14.777777777777771
230,1,0,20.0,False,23.943396226415107
231,1,0,48.0,True,23.943396226415107
232,1,2,68.0,True,32.54347826086957
233,1,3,10.0,False,15.285714285714292
234,1,3,9.0,True,15.285714285714292
235,1,0,83.0,True,23.943396226415107
236,1,0,96.0,True,23.943396226415107
237,1,1,8.0,False,14.777777777777771
238,1,2,0.0,False,32.54347826086957
239,1,0,8.0,True,23.943396226415107
240,1,3,8.0,True,15.285714285714292
241,1,1,0.0,False,14.777777777777771
242,1,1,8.0,False,14.777777777777771
243,1,2,26.0,True,32.54347826086957
244,1,3,9.0,True,15.285714285714292
245,1,2,26.0,False,32.54347826086957
246,1,0,0.0,False,23.943396226415107
247,1,0,0.0,False,23.943396226415107
248,1,2,70.0,True,32.54347826086957
249,1,3,53.0,True,15.285714285714292
250,1,0,9.0,True,23.943396226415107
251,1,0,74.0,True,23.943396226415107
252,1,0,7.0,True,23.943396226415107
253,1,2,86.0,True,32.54347826086957
254,1,0,9.0,False,23.943396226415107
255,1,0,9.0,False,23.943396226415107
256,1,1,0.0,True,14.777777777777771
257,1,1,31.0,False,14.777777777777771
258,1,3,8.0,True,15.285714285714292
259,1,3,15.0,True,15.285714285714292
260,1,1,8.0,False,14.777777777777771
261,1,0,88.0,True,23.943396226415107
262,1,1,9.0,True,14.777777777777771
263,1,0,38.0,True,23.943396226415107
264,1,2,53.0,True,32.54347826086957
265,1,1,0.0,True,14.777777777777771
266,1,0,11.0,True,23.943396226415107
267,1,0,0.0,True,23.943396226415107
268,1,2,9.0,True,32.54347826086957
269,1,3,7.0,True,15.285714285714292
270,1,0,70.0,True,23.943396226415107
271,1,3,33.0,True,15.285714285714292
272,1,3,43.0,True,15.285714285714292
273,1,0,8.0,False,23.943396226415107
274,1,0,0.0,True,23.943396226415107
275,1,2,91.0,True,32.54347826086957
276,1,1,9.0,True,14.777777777777771
277,1,3,7.0,True,15.285714285714292
278,1,1,8.0,True,14.777777777777771
279,1,3,8.0,True,15.285714285714292
280,1,1,46.0,True,14.777777777777771
281,1,0,41.0,True,23.943396226415107
282,1,3,9.0,True,15.285714285714292
283,1,2,25.0,True,32.54347826086957
284,1,1,9.0,True,14.777777777777771
